url,url_length,has_https,is_http,has_at_symbol,domain_length,path_length,has_ip,num_dots,num_hyphens,has_suspicious_words,is_shortened,entropy,label
https://www.instagram.com/terms,31,1,0,0,17,6,0,2,0,0,0,3.8890495359141686,0
http://free.apple/login.php,27,0,1,0,10,10,0,1,0,1,0,3.676390632579627,1
https://www.facebook.com/privacy,32,1,0,0,16,8,0,2,0,0,0,4.155639062229566,0
https://www.instagram.com/settings,34,1,0,0,17,9,0,2,0,0,0,3.878068268345524,0
https://www.wikipedia.org/contact,33,1,0,0,17,8,0,2,0,0,0,3.9683403313485464,0
https://www.google.com,22,1,0,0,14,0,0,2,0,0,0,3.663532754804254,0
http://microsoft@244.202.34.147/secure.php,42,0,1,1,24,11,0,3,0,1,0,4.2728043273346215,1
http://microsoft@85.105.255.216/bonus.php,41,0,1,1,24,10,0,3,0,1,0,4.308294687333843,1
https://apple-free.com/free.php,31,1,0,0,14,9,0,1,1,1,0,3.7292231345469684,1
http://apple@97.211.185.206/secure.php,38,0,1,1,20,11,0,3,0,1,0,4.198603750787607,1
http://103.221.50.46/login.php,30,0,1,0,13,10,1,3,0,1,0,3.9898980954642878,1
http://update.paypal/update.php,31,0,1,0,13,11,0,1,0,1,0,3.328184311787949,1
http://update.microsoft/login.php,33,0,1,0,16,10,0,1,0,1,0,4.0895524525606675,1
https://bank-account.com/free.php,33,1,0,0,16,9,0,1,1,1,1,4.104407755459851,1
http://account.apple/verify.php,31,0,1,0,13,11,0,1,0,1,0,3.9503441981686893,1
https://www.netflix.com/profile,31,1,0,0,15,8,0,2,0,0,0,4.042433003725894,0
http://goo.gl/secure.php,24,0,1,0,6,11,0,1,0,1,1,3.6887218755408675,1
https://www.facebook.com/help,29,1,0,0,16,5,0,2,0,0,0,3.952302977662386,0
https://www.amazon.com/privacy,30,1,0,0,14,8,0,2,0,0,0,4.031401845392171,0
https://www.apple.com/settings,30,1,0,0,13,9,0,2,0,0,0,3.872905595320056,0
http://secure.apple/secure.php,30,0,1,0,12,11,0,1,0,1,0,3.507751647240615,1
https://www.linkedin.com/search?q=test,38,1,0,0,16,7,0,2,0,0,0,4.273728829005327,0
http://account.paypal/secure.php,32,0,1,0,14,11,0,1,0,1,0,3.792837797403416,1
http://paypal@216.136.46.7/verify.php,37,0,1,1,19,11,0,3,0,1,0,4.152171866202903,1
http://12.11.195.30/login.php,29,0,1,0,12,10,1,3,0,1,0,3.840402546702506,1
https://www.amazon.com/contact,30,1,0,0,14,8,0,2,0,0,0,3.6477426785812734,0
https://www.netflix.com/profile,31,1,0,0,15,8,0,2,0,0,0,4.042433003725894,0
https://www.microsoft.com/help,30,1,0,0,17,5,0,2,0,0,1,3.872905595320056,0
https://apple-verify.com/update.php,35,1,0,0,16,11,0,1,1,1,0,4.107156230921612,1
https://www.google.com/search?q=test,36,1,0,0,14,7,0,2,0,0,0,4.065079515030719,0
https://www.github.com/settings,31,1,0,0,14,9,0,2,0,0,0,3.861476859389222,0
https://www.instagram.com/terms,31,1,0,0,17,6,0,2,0,0,0,3.8890495359141686,0
https://www.stackoverflow.com/contact,37,1,0,0,21,8,0,2,0,0,0,3.9563580149100233,0
https://www.apple.com/search?q=test,35,1,0,0,13,7,0,2,0,0,0,3.992870516635899,0
http://apple-login.com/secure.php,33,0,1,0,15,11,0,1,1,1,0,4.040775468486825,1
http://update.apple/verify.php,30,0,1,0,12,11,0,1,0,1,0,3.7144093452479408,1
https://www.amazon.com/profile,30,1,0,0,14,8,0,2,0,0,0,4.0980685120588385,0
http://apple@2.89.193.151/update.php,36,0,1,1,18,11,0,3,0,1,0,3.898412848364052,1
https://www.stackoverflow.com/about,35,1,0,0,21,6,0,2,0,0,0,4.0791433740260095,0
https://www.apple.com,21,1,0,0,13,0,0,2,0,0,0,3.653756708287001,0
http://bank@161.202.90.98/update.php,36,0,1,1,18,11,0,3,0,1,0,4.127986806877674,1
https://www.wikipedia.org/terms,31,1,0,0,17,6,0,2,0,0,0,3.9134007456613777,0
http://180.227.197.64/verify.php,32,0,1,0,14,11,1,3,0,1,0,4.140319531114783,1
https://www.youtube.com,23,1,0,0,15,0,0,2,0,0,0,3.7622673906514947,0
http://bank-account.com/account.php,35,0,1,0,16,12,0,1,1,1,1,3.718309360223419,1
http://secure.paypal/update.php,31,0,1,0,13,11,0,1,0,1,0,3.6467987293229776,1
http://bit.ly/secure.php,24,0,1,0,6,11,0,1,0,1,1,3.740601562950723,1
https://www.twitter.com,23,1,0,0,15,0,0,2,0,0,0,3.4970558484728045,0
https://www.twitter.com/privacy,31,1,0,0,15,8,0,2,0,0,0,3.8456631498513816,0
https://www.google.com/profile,30,1,0,0,14,8,0,2,0,0,0,3.923231428797621,0
https://www.instagram.com/profile,33,1,0,0,17,8,0,2,0,0,0,4.1272831343132905,0
http://secure.apple/login.php,29,0,1,0,12,10,0,1,0,1,0,3.8538632199977885,1
http://bank@131.18.212.152/free.php,35,0,1,1,19,9,0,3,0,1,0,3.990017217489903,1
http://paypal-free.com/account.php,34,0,1,0,15,12,0,1,1,1,0,3.951310179982966,1
http://138.13.92.179/login.php,30,0,1,0,13,10,1,3,0,1,0,3.8980685120588388,1
https://www.twitter.com/about,29,1,0,0,15,6,0,2,0,0,0,3.7454064259382487,0
http://account.amazon/bonus.php,31,0,1,0,14,10,0,1,0,1,0,3.7758309873874936,1
https://www.google.com/help,27,1,0,0,14,5,0,2,0,0,0,3.7080481500712312,0
http://bank-free.com/login.php,30,0,1,0,13,10,0,1,1,1,0,4.1898980954642875,1
https://www.google.com/search?q=test,36,1,0,0,14,7,0,2,0,0,0,4.065079515030719,0
http://paypal-bonus.com/secure.php,34,0,1,0,16,11,0,1,1,1,0,4.076741430173861,1
http://bit.ly/bonus.php,23,0,1,0,6,10,0,1,0,1,1,3.6424896731661263,1
https://www.instagram.com/profile,33,1,0,0,17,8,0,2,0,0,0,4.1272831343132905,0
http://www.google.com/about,27,0,1,0,14,6,0,2,0,0,0,3.7821222241453065,0
http://account.paypal/bonus.php,31,0,1,0,14,10,0,1,0,1,0,3.7324446013247066,1
http://amazon@11.112.42.80/secure.php,37,0,1,1,19,11,0,3,0,1,0,4.249729716863357,1
http://goo.gl/update.php,24,0,1,0,6,11,0,1,0,1,1,3.5220552088742005,1
http://bonus.apple/login.php,28,0,1,0,11,10,0,1,0,1,0,3.7943360657504512,1
https://www.youtube.com/search?q=test,37,1,0,0,15,7,0,2,0,0,0,4.111367136356229,0
http://update.paypal/login.php,30,0,1,0,13,10,0,1,0,1,0,3.7144093452479408,1
http://74.146.237.25/update.php,31,0,1,0,13,11,1,3,0,1,0,3.8732358263763285,1
http://goo.gl/bonus.php,23,0,1,0,6,10,0,1,0,1,1,3.555533151426996,1
http://bit.ly/update.php,24,0,1,0,6,11,0,1,0,1,1,3.5535088547976788,1
http://microsoft-update.com/login.php,37,0,1,0,20,10,0,1,1,1,0,4.162023973678587,1
https://www.instagram.com/search?q=test,39,1,0,0,17,7,0,2,0,0,0,4.109138039864115,0
https://www.microsoft.com/help,30,1,0,0,17,5,0,2,0,0,1,3.872905595320056,0
https://www.netflix.com/about,29,1,0,0,15,6,0,2,0,0,0,4.116264615668023,0
http://free.apple/login.php,27,0,1,0,10,10,0,1,0,1,0,3.676390632579627,1
https://www.google.com/settings,31,1,0,0,14,9,0,2,0,0,0,3.800182197134702,0
https://www.linkedin.com/search?q=test,38,1,0,0,16,7,0,2,0,0,0,4.273728829005327,0
https://www.youtube.com/privacy,31,1,0,0,15,8,0,2,0,0,0,4.106949132758152,0
http://amazon-free.com/verify.php,33,0,1,0,15,11,0,1,1,1,0,4.12728313431329,1
https://apple-free.com/bonus.php,32,1,0,0,14,10,0,1,1,1,0,4.027518266288633,1
https://www.stackoverflow.com/contact,37,1,0,0,21,8,0,2,0,0,0,3.9563580149100233,0
https://www.instagram.com/privacy,33,1,0,0,17,8,0,2,0,0,0,4.043801694853792,0
https://www.youtube.com,23,1,0,0,15,0,0,2,0,0,0,3.7622673906514947,0
https://www.github.com/about,28,1,0,0,14,6,0,2,0,0,0,3.8248629576173565,0
https://www.stackoverflow.com/search?q=test,43,1,0,0,21,7,0,2,0,0,0,4.1558184643976634,0
https://www.netflix.com/settings,32,1,0,0,15,9,0,2,0,0,0,3.9414280318460246,0
https://www.netflix.com,23,1,0,0,15,0,0,2,0,0,0,3.9361804341297555,0
http://bank-account.com/update.php,34,0,1,0,16,11,0,1,1,1,1,3.9032080616476805,1
https://www.instagram.com/settings,34,1,0,0,17,9,0,2,0,0,0,3.878068268345524,0
https://www.wikipedia.org/terms,31,1,0,0,17,6,0,2,0,0,0,3.9134007456613777,0
http://verify.apple/bonus.php,29,0,1,0,12,10,0,1,0,1,0,4.017824858003425,1
https://www.linkedin.com/profile,32,1,0,0,16,8,0,2,0,0,0,4.116729296672174,0
https://apple-update.com/verify.php,35,1,0,0,16,11,0,1,1,1,0,4.107156230921612,1
https://www.stackoverflow.com/privacy,37,1,0,0,21,8,0,2,0,0,0,4.15487093296263,0
https://www.apple.com/search?q=test,35,1,0,0,13,7,0,2,0,0,0,3.992870516635899,0
http://bank@82.4.23.88/account.php,34,0,1,1,15,12,0,3,0,1,0,3.9986525468781666,1
http://paypal@136.99.200.76/account.php,39,0,1,1,20,12,0,3,0,1,0,4.160420091146166,1
http://www.apple.com/privacy,28,0,1,0,13,8,0,2,0,0,0,3.8962915290459277,0
https://www.youtube.com/settings,32,1,0,0,15,9,0,2,0,0,0,3.9414280318460246,0
https://www.google.com/search?q=test,36,1,0,0,14,7,0,2,0,0,0,4.065079515030719,0
https://www.google.com/profile,30,1,0,0,14,8,0,2,0,0,0,3.923231428797621,0
http://www.linkedin.com/terms,29,0,1,0,16,6,0,2,0,0,0,4.021268494903765,0
https://amazon-account.com/secure.php,37,1,0,0,18,11,0,1,1,1,1,3.9723064058771302,1
http://apple-verify.com/free.php,32,0,1,0,16,9,0,1,1,1,0,3.9261085007312415,1
http://goo.gl/login.php,23,0,1,0,6,10,0,1,0,1,1,3.3487989122024975,1
http://apple@201.106.49.11/update.php,37,0,1,1,19,11,0,3,0,1,0,3.8846006626923586,1
https://www.microsoft.com/terms,31,1,0,0,17,6,0,2,0,0,1,3.735666068102444,0
http://215.180.155.121/verify.php,33,0,1,0,15,11,1,3,0,1,0,3.8360819078152044,1
http://login.microsoft/account.php,34,0,1,0,15,12,0,1,0,1,0,3.962031591059445,1
https://www.youtube.com/about,29,1,0,0,15,6,0,2,0,0,0,3.788341339656749,0
https://www.instagram.com/privacy,33,1,0,0,17,8,0,2,0,0,0,4.043801694853792,0
https://www.youtube.com,23,1,0,0,15,0,0,2,0,0,0,3.7622673906514947,0
https://www.netflix.com/settings,32,1,0,0,15,9,0,2,0,0,0,3.9414280318460246,0
http://microsoft@148.111.34.143/free.php,40,0,1,1,24,9,0,3,0,1,0,4.056198332810094,1
http://microsoft@6.222.59.236/account.php,41,0,1,1,22,12,0,3,0,1,0,4.210733711724087,1
http://verify.apple/login.php,29,0,1,0,12,10,0,1,0,1,0,3.8798938235206664,1
http://bit.ly/bonus.php,23,0,1,0,6,10,0,1,0,1,1,3.6424896731661263,1
http://www.twitter.com/search?q=test,36,0,1,0,15,7,0,2,0,0,0,3.8598900164775847,0
https://bank-account.com/bonus.php,34,1,0,0,16,10,0,1,1,1,1,3.895423870280316,1
http://www.wikipedia.org/terms,30,0,1,0,17,6,0,2,0,0,0,3.8980685120588383,0
https://www.wikipedia.org/contact,33,1,0,0,17,8,0,2,0,0,0,3.9683403313485464,0
http://www.amazon.com/profile,29,0,1,0,14,8,0,2,0,0,0,4.021268494903765,0
https://www.facebook.com/contact,32,1,0,0,16,8,0,2,0,0,0,3.827819531114783,0
https://www.amazon.com/search?q=test,36,1,0,0,14,7,0,2,0,0,0,4.0860486123130375,0
https://www.linkedin.com/search?q=test,38,1,0,0,16,7,0,2,0,0,0,4.273728829005327,0
http://148.202.80.176/account.php,33,0,1,0,14,12,1,3,0,1,0,4.0060710131011685,1
http://paypal@244.8.107.118/verify.php,38,0,1,1,20,11,0,3,0,1,0,4.165837632423488,1
http://233.216.235.82/secure.php,32,0,1,0,14,11,1,3,0,1,0,3.8667292966721747,1
http://login.bank/update.php,28,0,1,0,10,11,0,1,0,1,0,3.8962915290459277,1
http://secure.amazon/free.php,29,0,1,0,13,9,0,1,0,1,0,3.909368063943885,1
http://goo.gl/bonus.php,23,0,1,0,6,10,0,1,0,1,1,3.555533151426996,1
https://www.youtube.com/contact,31,1,0,0,15,8,0,2,0,0,0,3.8371256496420134,0
https://www.microsoft.com/about,31,1,0,0,17,6,0,2,0,0,1,3.873235826376328,0
https://www.github.com/profile,30,1,0,0,14,8,0,2,0,0,0,4.0980685120588385,0
https://www.apple.com/contact,29,1,0,0,13,8,0,2,0,0,0,3.71937582241537,0
http://tinyurl.com/account.php,30,0,1,0,11,12,0,1,0,1,1,3.8314018453921714,1
https://www.twitter.com/about,29,1,0,0,15,6,0,2,0,0,0,3.7454064259382487,0
https://www.linkedin.com/contact,32,1,0,0,16,8,0,2,0,0,0,3.9681390622295662,0
https://paypal-update.com/bonus.php,35,1,0,0,17,10,0,1,1,1,0,3.9928705166358984,1
http://apple@134.246.24.60/update.php,37,0,1,1,19,11,0,3,0,1,0,3.918252351823076,1
http://free.paypal/bonus.php,28,0,1,0,11,10,0,1,0,1,0,3.8657646371790233,1
http://bit.ly/free.php,22,0,1,0,6,9,0,1,0,1,1,3.5383105956150054,1
http://tinyurl.com/login.php,28,0,1,0,11,10,0,1,0,1,1,3.869331261111518,1
https://www.youtube.com/settings,32,1,0,0,15,9,0,2,0,0,0,3.9414280318460246,0
http://amazon@232.100.242.137/account.php,41,0,1,1,22,12,0,3,0,1,0,4.161953223919209,1
https://www.google.com/about,28,1,0,0,14,6,0,2,0,0,0,3.869331261111518,0
https://www.linkedin.com/profile,32,1,0,0,16,8,0,2,0,0,0,4.116729296672174,0
https://www.microsoft.com/search?q=test,39,1,0,0,17,7,0,2,0,0,1,4.038499898783,0
https://www.linkedin.com/settings,33,1,0,0,16,9,0,2,0,0,0,3.9603202553942918,0
http://tinyurl.com/bonus.php,28,0,1,0,11,10,0,1,0,1,1,3.9407598325400897,1
http://bit.ly/update.php,24,0,1,0,6,11,0,1,0,1,1,3.5535088547976788,1
http://account.bank/free.php,28,0,1,0,12,9,0,1,0,1,0,3.869331261111519,1
http://goo.gl/verify.php,24,0,1,0,6,11,0,1,0,1,1,3.772055208874201,1
http://goo.gl/secure.php,24,0,1,0,6,11,0,1,0,1,1,3.6887218755408675,1
https://www.apple.com/profile,29,1,0,0,13,8,0,2,0,0,0,3.909368063943885,0
http://75.73.113.101/update.php,31,0,1,0,13,11,1,3,0,1,0,3.6796874392795544,1
https://www.youtube.com/contact,31,1,0,0,15,8,0,2,0,0,0,3.8371256496420134,0
http://microsoft@167.239.47.46/free.php,39,0,1,1,23,9,0,3,0,1,0,4.304257026388135,1
https://www.stackoverflow.com/help,34,1,0,0,21,5,0,2,0,0,0,4.02085512047121,0
http://tinyurl.com/login.php,28,0,1,0,11,10,0,1,0,1,1,3.869331261111518,1
http://128.236.40.130/secure.php,32,0,1,0,14,11,1,3,0,1,0,4.015319531114783,1
https://www.wikipedia.org,25,1,0,0,17,0,0,2,0,0,0,3.813660689688185,0
http://90.102.41.244/update.php,31,0,1,0,13,11,1,3,0,1,0,3.7198523585646037,1
https://www.apple.com/privacy,29,1,0,0,13,8,0,2,0,0,0,3.9783335811852645,0
http://198.114.229.6/verify.php,31,0,1,0,13,11,1,3,0,1,0,3.9779168746936358,1
http://212.255.87.40/update.php,31,0,1,0,13,11,1,3,0,1,0,3.8488846166291197,1
https://www.instagram.com/about,31,1,0,0,17,6,0,2,0,0,0,3.9779168746936353,0
http://bank@224.150.210.43/bonus.php,36,0,1,1,19,10,0,3,0,1,0,4.162573265150911,1
http://free.microsoft/free.php,30,0,1,0,14,9,0,1,0,1,0,3.647742678581274,1
https://www.instagram.com/about,31,1,0,0,17,6,0,2,0,0,0,3.9779168746936353,0
https://www.google.com,22,1,0,0,14,0,0,2,0,0,0,3.663532754804254,0
https://www.microsoft.com/profile,33,1,0,0,17,8,0,2,0,0,1,3.884858891889048,0
https://www.facebook.com/help,29,1,0,0,16,5,0,2,0,0,0,3.952302977662386,0
http://113.83.24.219/secure.php,31,0,1,0,13,11,1,3,0,1,0,3.9134007456613777,1
https://www.twitter.com/terms,29,1,0,0,15,6,0,2,0,0,0,3.5385098742141103,0
http://paypal@171.34.144.159/login.php,38,0,1,1,21,10,0,3,0,1,0,4.06057447452875,1
https://bank-secure.com/account.php,35,1,0,0,15,12,0,1,1,1,0,4.036006945330954,1
https://paypal-login.com/secure.php,35,1,0,0,16,11,0,1,1,1,0,4.147439360470672,1
https://microsoft-login.com/secure.php,38,1,0,0,19,11,0,1,1,1,0,4.095968631579972,1
https://www.youtube.com/settings,32,1,0,0,15,9,0,2,0,0,0,3.9414280318460246,0
https://www.instagram.com,25,1,0,0,17,0,0,2,0,0,0,3.863465189601646,0
https://www.google.com/contact,30,1,0,0,14,8,0,2,0,0,0,3.7647351787255054,0
https://paypal-verify.com/account.php,37,1,0,0,17,12,0,1,1,1,0,4.165421190410283,1
http://update.amazon/update.php,31,0,1,0,13,11,0,1,0,1,0,3.5875986337223496,1
http://tinyurl.com/login.php,28,0,1,0,11,10,0,1,0,1,1,3.869331261111518,1
http://microsoft@110.25.204.133/update.php,42,0,1,1,24,11,0,3,0,1,0,4.356370398866214,1
https://www.amazon.com/profile,30,1,0,0,14,8,0,2,0,0,0,4.0980685120588385,0
https://www.wikipedia.org,25,1,0,0,17,0,0,2,0,0,0,3.813660689688185,0
http://paypal-free.com/free.php,31,0,1,0,15,9,0,1,1,1,0,3.7811470208191236,1
http://microsoft-secure.com/login.php,37,0,1,0,20,10,0,1,1,1,0,4.100816878908575,1
https://www.facebook.com/profile,32,1,0,0,16,8,0,2,0,0,0,4.077819531114783,0
https://www.github.com/contact,30,1,0,0,14,8,0,2,0,0,0,3.8444138295776114,0
https://www.wikipedia.org/contact,33,1,0,0,17,8,0,2,0,0,0,3.9683403313485464,0
http://bit.ly/account.php,25,0,1,0,6,12,0,1,0,1,1,3.703465189601646,1
https://www.github.com/privacy,30,1,0,0,14,8,0,2,0,0,0,4.0980685120588385,0
http://verify.amazon/login.php,30,0,1,0,13,10,0,1,0,1,0,4.12323142879762,1
https://www.youtube.com/contact,31,1,0,0,15,8,0,2,0,0,0,3.8371256496420134,0
http://www.youtube.com/search?q=test,36,0,1,0,15,7,0,2,0,0,0,4.117861029749889,0
http://goo.gl/bonus.php,23,0,1,0,6,10,0,1,0,1,1,3.555533151426996,1
http://www.github.com/profile,29,0,1,0,14,8,0,2,0,0,0,4.021268494903765,0
https://www.stackoverflow.com/settings,38,1,0,0,21,9,0,2,0,0,0,4.1132060534761195,0
https://www.amazon.com/about,28,1,0,0,14,6,0,2,0,0,0,3.815410725242699,0
http://goo.gl/secure.php,24,0,1,0,6,11,0,1,0,1,1,3.6887218755408675,1
http://bit.ly/secure.php,24,0,1,0,6,11,0,1,0,1,1,3.740601562950723,1
http://apple-login.com/verify.php,33,0,1,0,15,11,0,1,1,1,0,4.124256907946324,1
http://220.173.107.134/secure.php,33,0,1,0,15,11,1,3,0,1,0,3.945464952495108,1
https://www.amazon.com/about,28,1,0,0,14,6,0,2,0,0,0,3.815410725242699,0
http://goo.gl/login.php,23,0,1,0,6,10,0,1,0,1,1,3.3487989122024975,1
http://secure.bank/account.php,30,0,1,0,11,12,0,1,0,1,0,3.8729055953200557,1
https://www.youtube.com/settings,32,1,0,0,15,9,0,2,0,0,0,3.9414280318460246,0
https://www.stackoverflow.com/about,35,1,0,0,21,6,0,2,0,0,0,4.0791433740260095,0
https://www.apple.com/profile,29,1,0,0,13,8,0,2,0,0,0,3.909368063943885,0
http://apple-free.com/bonus.php,31,0,1,0,14,10,0,1,1,1,0,4.014860327200947,1
https://www.microsoft.com/contact,33,1,0,0,17,8,0,2,0,0,1,3.737745165456522,0
https://www.apple.com/profile,29,1,0,0,13,8,0,2,0,0,0,3.909368063943885,0
https://www.apple.com/help,26,1,0,0,13,5,0,2,0,0,0,3.6423714487439023,0
http://amazon@137.134.189.178/update.php,40,0,1,1,22,11,0,3,0,1,0,4.165311532225101,1
https://www.youtube.com/terms,29,1,0,0,15,6,0,2,0,0,0,3.8404025467025056,0
http://paypal-free.com/free.php,31,0,1,0,15,9,0,1,1,1,0,3.7811470208191236,1
https://www.amazon.com/help,27,1,0,0,14,5,0,2,0,0,0,3.8841550945958048,0
http://14.153.64.97/account.php,31,0,1,0,12,12,1,3,0,1,0,3.9779168746936358,1
https://www.stackoverflow.com/help,34,1,0,0,21,5,0,2,0,0,0,4.02085512047121,0
https://www.apple.com/profile,29,1,0,0,13,8,0,2,0,0,0,3.909368063943885,0
https://www.google.com/terms,28,1,0,0,14,6,0,2,0,0,0,3.7709424217485368,0
http://69.161.207.121/secure.php,32,0,1,0,14,11,1,3,0,1,0,3.890319531114783,1
http://228.195.193.182/bonus.php,32,0,1,0,15,10,1,3,0,1,0,3.9056390622295662,1
https://www.github.com/help,27,1,0,0,14,5,0,2,0,0,0,3.90231157591703,0
https://www.stackoverflow.com,29,1,0,0,21,0,0,2,0,0,0,3.9783335811852645,0
http://bonus.bank/secure.php,28,0,1,0,10,11,0,1,0,1,0,3.8962915290459286,1
https://www.microsoft.com/search?q=test,39,1,0,0,17,7,0,2,0,0,1,4.038499898783,0
https://www.instagram.com/settings,34,1,0,0,17,9,0,2,0,0,0,3.878068268345524,0
https://www.amazon.com,22,1,0,0,14,0,0,2,0,0,0,3.6978458230844122,0
http://goo.gl/account.php,25,0,1,0,6,12,0,1,0,1,1,3.563074189428569,1
http://update.paypal/bonus.php,30,0,1,0,13,10,0,1,0,1,0,3.7144093452479408,1
http://bit.ly/login.php,23,0,1,0,6,10,0,1,0,1,1,3.5555331514269963,1
https://www.twitter.com/contact,31,1,0,0,15,8,0,2,0,0,0,3.6264137472020304,0
https://www.github.com/search?q=test,36,1,0,0,14,7,0,2,0,0,0,4.1524474880231255,0
http://goo.gl/update.php,24,0,1,0,6,11,0,1,0,1,1,3.5220552088742005,1
http://78.43.91.140/update.php,30,0,1,0,12,11,1,3,0,1,0,3.8565647621309544,1
http://paypal@195.229.18.50/free.php,36,0,1,1,20,9,0,3,0,1,0,4.048688113203415,1
https://www.github.com/search?q=test,36,1,0,0,14,7,0,2,0,0,0,4.1524474880231255,0
http://bit.ly/free.php,22,0,1,0,6,9,0,1,0,1,1,3.5383105956150054,1
http://113.255.185.158/update.php,33,0,1,0,15,11,1,3,0,1,0,3.6653100283182436,1
http://update.microsoft/free.php,32,0,1,0,16,9,0,1,0,1,0,3.890319531114783,1
https://www.amazon.com,22,1,0,0,14,0,0,2,0,0,0,3.6978458230844122,0
https://www.facebook.com/terms,30,1,0,0,16,6,0,2,0,0,0,3.9395722619867226,0
http://bit.ly/update.php,24,0,1,0,6,11,0,1,0,1,1,3.5535088547976788,1
https://www.wikipedia.org/help,30,1,0,0,17,5,0,2,0,0,0,3.8980685120588383,0
http://bank@238.193.192.128/secure.php,38,0,1,1,20,11,0,3,0,1,0,4.221097250057959,1
https://www.stackoverflow.com,29,1,0,0,21,0,0,2,0,0,0,3.9783335811852645,0
http://29.58.161.69/free.php,28,0,1,0,12,9,1,3,0,1,0,3.7534343861887853,1
http://account.amazon/free.php,30,0,1,0,14,9,0,1,0,1,0,3.8729055953200557,1
